Chr	Position	Chr_Pos	ModStatus	CMC	Mod
18S	127	18S_127	Unm	Unm	No
18S	128	18S_128	Unm	Unm	No
18S	129	18S_129	Unm	Unm	No
18S	130	18S_130	Unm	Unm	No
18S	131	18S_131	Unm	Unm	No
18S	132	18S_132	Unm	Unm	No
18S	133	18S_133	Unm	Unm	No
18S	134	18S_134	Unm	Unm	No
18S	135	18S_135	Unm	Unm	No
18S	136	18S_136	Unm	Unm	No
18S	137	18S_137	Unm	Unm	No
18S	138	18S_138	Unm	Unm	No
18S	139	18S_139	Unm	Unm	No
18S	140	18S_140	Unm	Unm	No
18S	141	18S_141	Unm	Unm	No
18S	142	18S_142	Unm	Unm	No
18S	143	18S_143	Unm	Unm	No
18S	144	18S_144	Unm	Unm	No
18S	145	18S_145	Unm	Unm	No
18S	146	18S_146	Unm	Unm	No
18S	147	18S_147	Unm	Unm	No
18S	148	18S_148	Unm	Unm	No
18S	149	18S_149	Unm	Unm	No
18S	150	18S_150	Unm	Unm	No
18S	151	18S_151	Unm	Unm	No
18S	152	18S_152	Unm	Unm	No
18S	153	18S_153	Unm	Unm	No
18S	154	18S_154	Unm	Unm	No
18S	155	18S_155	Unm	Unm	No
18S	156	18S_156	Unm	Unm	No
18S	157	18S_157	Unm	Unm	No
18S	158	18S_158	Unm	Unm	No
18S	159	18S_159	Unm	Unm	No
18S	160	18S_160	Unm	Unm	No
18S	161	18S_161	Unm	Unm	No
18S	162	18S_162	Unm	Unm	No
18S	163	18S_163	Unm	Unm	No
18S	164	18S_164	Unm	Unm	No
18S	165	18S_165	Unm	Unm	No
18S	166	18S_166	Unm	Unm	No
18S	167	18S_167	Unm	Unm	No
18S	168	18S_168	Unm	Unm	No
18S	169	18S_169	Unm	Unm	No
18S	170	18S_170	Unm	Unm	No
18S	171	18S_171	Unm	Unm	No
18S	172	18S_172	Unm	Unm	No
18S	173	18S_173	Unm	Unm	No
18S	174	18S_174	Unm	Unm	No
18S	175	18S_175	Unm	Unm	No
18S	176	18S_176	Unm	Unm	No
18S	177	18S_177	Unm	Unm	No
18S	178	18S_178	Unm	Unm	No
18S	179	18S_179	Unm	Unm	No
18S	180	18S_180	Unm	Unm	No
18S	181	18S_181	Unm	Unm	No
18S	182	18S_182	Unm	Unm	No
18S	183	18S_183	Unm	Unm	No
18S	184	18S_184	Unm	Unm	No
18S	185	18S_185	Unm	Unm	No
18S	186	18S_186	Unm	Unm	No
18S	187	18S_187	Unm	Unm	No
18S	188	18S_188	Unm	Unm	No
18S	189	18S_189	Unm	Unm	No
18S	190	18S_190	Unm	Unm	No
18S	191	18S_191	Unm	Unm	No
18S	192	18S_192	Unm	Unm	No
18S	193	18S_193	Unm	Unm	No
18S	194	18S_194	Unm	Unm	No
18S	195	18S_195	Unm	Unm	No
18S	196	18S_196	Unm	Unm	No
18S	197	18S_197	Unm	Unm	No
18S	198	18S_198	Unm	Unm	No
18S	199	18S_199	Unm	Unm	No
18S	200	18S_200	Unm	Unm	No
18S	201	18S_201	Unm	Unm	No
18S	202	18S_202	Unm	Unm	No
18S	203	18S_203	Unm	Unm	No
18S	204	18S_204	Unm	Unm	No
18S	205	18S_205	Unm	Unm	No
18S	206	18S_206	Unm	Unm	No
18S	207	18S_207	Unm	Unm	No
18S	208	18S_208	Unm	Unm	Yes
18S	209	18S_209	Unm	Unm	Yes
18S	215	18S_215	Unm	Unm	Yes
18S	216	18S_216	Unm	Unm	Yes
18S	217	18S_217	Unm	Unm	Yes
18S	223	18S_223	Unm	Unm	Yes
18S	224	18S_224	Unm	Unm	Yes
18S	225	18S_225	Unm	Unm	No
18S	226	18S_226	Unm	Unm	No
18S	227	18S_227	Unm	Unm	No
18S	228	18S_228	Unm	Unm	No
18S	229	18S_229	Unm	Unm	No
18S	230	18S_230	Unm	Unm	No
18S	231	18S_231	Unm	Unm	No
18S	232	18S_232	Unm	Unm	No
18S	233	18S_233	Unm	Unm	No
18S	234	18S_234	Unm	Unm	No
18S	235	18S_235	Unm	Unm	No
18S	236	18S_236	Unm	Unm	No
18S	237	18S_237	Unm	Unm	No
18S	238	18S_238	Unm	Unm	No
18S	239	18S_239	Unm	Unm	No
18S	240	18S_240	Unm	Unm	No
18S	241	18S_241	Unm	Unm	No
18S	242	18S_242	Unm	Unm	No
18S	243	18S_243	Unm	Unm	No
18S	244	18S_244	Unm	Unm	No
18S	245	18S_245	Unm	Unm	No
18S	246	18S_246	Unm	Unm	No
18S	247	18S_247	Unm	Unm	No
18S	248	18S_248	Unm	Unm	No
18S	249	18S_249	Unm	Unm	No
18S	250	18S_250	Unm	Unm	No
18S	251	18S_251	Unm	Unm	No
18S	252	18S_252	Unm	Unm	No
18S	253	18S_253	Unm	Unm	No
18S	254	18S_254	Unm	Unm	No
18S	255	18S_255	Unm	Unm	No
18S	256	18S_256	Unm	Unm	No
18S	257	18S_257	Unm	Unm	No
18S	258	18S_258	Unm	Unm	No
18S	259	18S_259	Unm	Unm	No
18S	260	18S_260	Unm	Unm	No
18S	261	18S_261	Unm	Unm	No
18S	262	18S_262	Unm	Unm	No
18S	263	18S_263	Unm	Unm	No
18S	264	18S_264	Unm	Unm	No
18S	265	18S_265	Unm	Unm	No
18S	266	18S_266	Unm	Unm	No
18S	267	18S_267	Unm	Unm	No
18S	268	18S_268	Unm	Unm	No
18S	269	18S_269	Unm	Unm	No
18S	270	18S_270	Unm	Unm	No
18S	271	18S_271	Unm	Unm	No
18S	272	18S_272	Unm	Unm	No
18S	273	18S_273	Unm	Unm	No
18S	274	18S_274	Unm	Unm	No
18S	275	18S_275	Unm	Unm	No
18S	276	18S_276	Unm	Unm	No
18S	277	18S_277	Unm	Unm	No
18S	278	18S_278	Unm	Unm	No
18S	279	18S_279	Unm	Unm	No
18S	280	18S_280	Unm	Unm	No
18S	281	18S_281	Unm	Unm	No
18S	282	18S_282	Unm	Unm	No
18S	283	18S_283	Unm	Unm	No
18S	284	18S_284	Unm	Unm	No
18S	285	18S_285	Unm	Unm	No
18S	286	18S_286	Unm	Unm	No
18S	287	18S_287	Unm	Unm	No
18S	288	18S_288	Unm	Unm	No
18S	289	18S_289	Unm	Unm	No
18S	290	18S_290	Unm	Unm	No
18S	291	18S_291	Unm	Unm	No
18S	292	18S_292	Unm	Unm	No
18S	293	18S_293	Unm	Unm	Yes
18S	294	18S_294	Unm	Unm	Yes
18S	300	18S_300	Unm	Unm	Yes
18S	301	18S_301	Unm	Unm	Yes
18S	302	18S_302	Unm	Unm	No
18S	303	18S_303	Unm	Unm	No
18S	304	18S_304	Unm	Unm	No
18S	305	18S_305	Unm	Unm	No
18S	306	18S_306	Unm	Unm	No
18S	307	18S_307	Unm	Unm	No
18S	308	18S_308	Unm	Unm	No
18S	309	18S_309	Unm	Unm	No
18S	310	18S_310	Unm	Unm	No
18S	311	18S_311	Unm	Unm	No
18S	312	18S_312	Unm	Unm	No
18S	313	18S_313	Unm	Unm	No
18S	314	18S_314	Unm	Unm	No
18S	315	18S_315	Unm	Unm	No
18S	316	18S_316	Unm	Unm	No
18S	317	18S_317	Unm	Unm	No
18S	318	18S_318	Unm	Unm	No
18S	319	18S_319	Unm	Unm	No
18S	320	18S_320	Unm	Unm	No
18S	321	18S_321	Unm	Unm	No
18S	322	18S_322	Unm	Unm	No
18S	323	18S_323	Unm	Unm	No
18S	324	18S_324	Unm	Unm	No
18S	325	18S_325	Unm	Unm	No
18S	326	18S_326	Unm	Unm	No
18S	327	18S_327	Unm	Unm	No
18S	328	18S_328	Unm	Unm	No
18S	329	18S_329	Unm	Unm	No
18S	330	18S_330	Unm	Unm	No
18S	331	18S_331	Unm	Unm	No
18S	332	18S_332	Unm	Unm	No
18S	333	18S_333	Unm	Unm	No
18S	334	18S_334	Unm	Unm	No
18S	335	18S_335	Unm	Unm	No
18S	336	18S_336	Unm	Unm	No
18S	337	18S_337	Unm	Unm	No
18S	338	18S_338	Unm	Unm	No
18S	339	18S_339	Unm	Unm	No
18S	340	18S_340	Unm	Unm	No
18S	341	18S_341	Unm	Unm	No
18S	342	18S_342	Unm	Unm	No
18S	343	18S_343	Unm	Unm	No
18S	344	18S_344	Unm	Unm	No
18S	345	18S_345	Unm	Unm	No
18S	346	18S_346	Unm	Unm	No
18S	347	18S_347	Unm	Unm	No
18S	348	18S_348	Unm	Unm	No
18S	349	18S_349	Unm	Unm	No
18S	350	18S_350	Unm	Unm	No
18S	351	18S_351	Unm	Unm	No
18S	352	18S_352	Unm	Unm	No
18S	353	18S_353	Unm	Unm	No
18S	354	18S_354	Unm	Unm	No
18S	355	18S_355	Unm	Unm	No
18S	356	18S_356	Unm	Unm	No
18S	357	18S_357	Unm	Unm	No
18S	358	18S_358	Unm	Unm	No
18S	359	18S_359	Unm	Unm	No
18S	360	18S_360	Unm	Unm	No
18S	361	18S_361	Unm	Unm	No
18S	362	18S_362	Unm	Unm	No
18S	363	18S_363	Unm	Unm	No
18S	364	18S_364	Unm	Unm	No
18S	365	18S_365	Unm	Unm	No
18S	366	18S_366	Unm	Unm	No
18S	367	18S_367	Unm	Unm	No
18S	368	18S_368	Unm	Unm	No
18S	369	18S_369	Unm	Unm	No
18S	370	18S_370	Unm	Unm	No
18S	371	18S_371	Unm	Unm	No
18S	372	18S_372	Unm	Unm	No
18S	373	18S_373	Unm	Unm	No
18S	374	18S_374	Unm	Unm	No
18S	375	18S_375	Unm	Unm	No
18S	376	18S_376	Unm	Unm	No
18S	377	18S_377	Unm	Unm	No
18S	378	18S_378	Unm	Unm	No
18S	379	18S_379	Unm	Unm	No
18S	380	18S_380	Unm	Unm	No
18S	381	18S_381	Unm	Unm	No
18S	382	18S_382	Unm	Unm	No
18S	383	18S_383	Unm	Unm	No
18S	384	18S_384	Unm	Unm	No
18S	385	18S_385	Unm	Unm	No
18S	386	18S_386	Unm	Unm	No
18S	387	18S_387	Unm	Unm	No
18S	388	18S_388	Unm	Unm	No
18S	389	18S_389	Unm	Unm	No
18S	390	18S_390	Unm	Unm	No
18S	391	18S_391	Unm	Unm	No
18S	392	18S_392	Unm	Unm	No
18S	393	18S_393	Unm	Unm	No
18S	394	18S_394	Unm	Unm	No
18S	395	18S_395	Unm	Unm	No
18S	396	18S_396	Unm	Unm	No
18S	397	18S_397	Unm	Unm	No
18S	398	18S_398	Unm	Unm	No
18S	399	18S_399	Unm	Unm	No
18S	400	18S_400	Unm	Unm	No
18S	401	18S_401	Unm	Unm	No
18S	402	18S_402	Unm	Unm	No
18S	403	18S_403	Unm	Unm	Yes
18S	404	18S_404	Unm	Unm	Yes
18S	410	18S_410	Unm	Unm	Yes
18S	411	18S_411	Unm	Unm	Yes
18S	412	18S_412	Unm	Unm	No
18S	413	18S_413	Unm	Unm	No
18S	414	18S_414	Unm	Unm	No
18S	415	18S_415	Unm	Unm	No
18S	416	18S_416	Unm	Unm	No
18S	417	18S_417	Unm	Unm	No
18S	418	18S_418	Unm	Unm	No
18S	419	18S_419	Unm	Unm	No
18S	420	18S_420	Unm	Unm	No
18S	421	18S_421	Unm	Unm	No
18S	422	18S_422	Unm	Unm	No
18S	423	18S_423	Unm	Unm	No
18S	424	18S_424	Unm	Unm	No
18S	425	18S_425	Unm	Unm	No
18S	426	18S_426	Unm	Unm	No
18S	427	18S_427	Unm	Unm	No
18S	428	18S_428	Unm	Unm	No
18S	429	18S_429	Unm	Unm	No
18S	430	18S_430	Unm	Unm	No
18S	431	18S_431	Unm	Unm	No
18S	432	18S_432	Unm	Unm	No
18S	433	18S_433	Unm	Unm	No
18S	434	18S_434	Unm	Unm	No
18S	435	18S_435	Unm	Unm	No
18S	436	18S_436	Unm	Unm	No
18S	437	18S_437	Unm	Unm	No
18S	438	18S_438	Unm	Unm	No
18S	439	18S_439	Unm	Unm	No
18S	440	18S_440	Unm	Unm	No
18S	441	18S_441	Unm	Unm	No
18S	442	18S_442	Unm	Unm	No
18S	443	18S_443	Unm	Unm	No
18S	444	18S_444	Unm	Unm	No
18S	445	18S_445	Unm	Unm	No
18S	446	18S_446	Unm	Unm	No
18S	447	18S_447	Unm	Unm	No
18S	448	18S_448	Unm	Unm	No
18S	449	18S_449	Unm	Unm	No
18S	450	18S_450	Unm	Unm	No
18S	451	18S_451	Unm	Unm	No
18S	452	18S_452	Unm	Unm	No
18S	453	18S_453	Unm	Unm	No
18S	454	18S_454	Unm	Unm	No
18S	455	18S_455	Unm	Unm	No
18S	456	18S_456	Unm	Unm	No
18S	457	18S_457	Unm	Unm	No
18S	458	18S_458	Unm	Unm	No
18S	459	18S_459	Unm	Unm	No
18S	460	18S_460	Unm	Unm	No
18S	461	18S_461	Unm	Unm	No
18S	462	18S_462	Unm	Unm	No
18S	463	18S_463	Unm	Unm	No
18S	464	18S_464	Unm	Unm	No
18S	465	18S_465	Unm	Unm	No
18S	466	18S_466	Unm	Unm	No
18S	467	18S_467	Unm	Unm	No
18S	468	18S_468	Unm	Unm	No
18S	469	18S_469	Unm	Unm	No
18S	470	18S_470	Unm	Unm	No
18S	471	18S_471	Unm	Unm	No
18S	472	18S_472	Unm	Unm	No
18S	473	18S_473	Unm	Unm	No
18S	474	18S_474	Unm	Unm	No
18S	475	18S_475	Unm	Unm	No
18S	476	18S_476	Unm	Unm	No
18S	477	18S_477	Unm	Unm	No
18S	478	18S_478	Unm	Unm	No
18S	479	18S_479	Unm	Unm	No
18S	480	18S_480	Unm	Unm	No
18S	481	18S_481	Unm	Unm	No
18S	482	18S_482	Unm	Unm	No
18S	483	18S_483	Unm	Unm	No
18S	484	18S_484	Unm	Unm	No
18S	485	18S_485	Unm	Unm	No
18S	486	18S_486	Unm	Unm	No
18S	487	18S_487	Unm	Unm	No
18S	488	18S_488	Unm	Unm	No
18S	489	18S_489	Unm	Unm	No
18S	490	18S_490	Unm	Unm	No
18S	491	18S_491	Unm	Unm	No
18S	492	18S_492	Unm	Unm	No
18S	493	18S_493	Unm	Unm	No
18S	494	18S_494	Unm	Unm	No
18S	495	18S_495	Unm	Unm	No
18S	496	18S_496	Unm	Unm	No
18S	497	18S_497	Unm	Unm	No
18S	498	18S_498	Unm	Unm	No
18S	499	18S_499	Unm	Unm	No
18S	500	18S_500	Unm	Unm	No
18S	501	18S_501	Unm	Unm	No
18S	502	18S_502	Unm	Unm	No
18S	503	18S_503	Unm	Unm	No
18S	504	18S_504	Unm	Unm	No
18S	505	18S_505	Unm	Unm	No
18S	506	18S_506	Unm	Unm	No
18S	507	18S_507	Unm	Unm	No
18S	508	18S_508	Unm	Unm	No
18S	509	18S_509	Unm	Unm	No
18S	510	18S_510	Unm	Unm	No
18S	511	18S_511	Unm	Unm	No
18S	512	18S_512	Unm	Unm	No
18S	513	18S_513	Unm	Unm	No
18S	514	18S_514	Unm	Unm	No
18S	515	18S_515	Unm	Unm	No
18S	516	18S_516	Unm	Unm	No
18S	517	18S_517	Unm	Unm	No
18S	518	18S_518	Unm	Unm	No
18S	519	18S_519	Unm	Unm	No
18S	520	18S_520	Unm	Unm	No
18S	521	18S_521	Unm	Unm	No
18S	522	18S_522	Unm	Unm	No
18S	523	18S_523	Unm	Unm	No
18S	524	18S_524	Unm	Unm	No
18S	525	18S_525	Unm	Unm	No
18S	526	18S_526	Unm	Unm	No
18S	527	18S_527	Unm	Unm	No
18S	528	18S_528	Unm	Unm	No
18S	529	18S_529	Unm	Unm	No
18S	530	18S_530	Unm	Unm	No
18S	531	18S_531	Unm	Unm	No
18S	532	18S_532	Unm	Unm	No
18S	533	18S_533	Unm	Unm	No
18S	534	18S_534	Unm	Unm	No
18S	535	18S_535	Unm	Unm	No
18S	536	18S_536	Unm	Unm	No
18S	537	18S_537	Unm	Unm	No
18S	538	18S_538	Unm	Unm	No
18S	539	18S_539	Unm	Unm	No
18S	540	18S_540	Unm	Unm	No
18S	541	18S_541	Unm	Unm	No
18S	542	18S_542	Unm	Unm	No
18S	543	18S_543	Unm	Unm	No
18S	544	18S_544	Unm	Unm	No
18S	545	18S_545	Unm	Unm	No
18S	546	18S_546	Unm	Unm	No
18S	547	18S_547	Unm	Unm	No
18S	548	18S_548	Unm	Unm	No
18S	549	18S_549	Unm	Unm	No
18S	550	18S_550	Unm	Unm	No
18S	551	18S_551	Unm	Unm	No
18S	552	18S_552	Unm	Unm	No
18S	553	18S_553	Unm	Unm	No
18S	554	18S_554	Unm	Unm	No
18S	555	18S_555	Unm	Unm	No
18S	556	18S_556	Unm	Unm	No
18S	557	18S_557	Unm	Unm	No
18S	558	18S_558	Unm	Unm	No
18S	559	18S_559	Unm	Unm	No
18S	560	18S_560	Unm	Unm	No
18S	561	18S_561	Unm	Unm	No
18S	562	18S_562	Unm	Unm	No
18S	563	18S_563	Unm	Unm	No
18S	564	18S_564	Unm	Unm	No
18S	565	18S_565	Unm	Unm	No
18S	566	18S_566	Unm	Unm	No
18S	567	18S_567	Unm	Unm	No
18S	568	18S_568	Unm	Unm	No
18S	569	18S_569	Unm	Unm	Yes
18S	570	18S_570	Unm	Unm	Yes
18S	576	18S_576	Unm	Unm	Yes
18S	577	18S_577	Unm	Unm	Yes
18S	578	18S_578	Unm	Unm	No
18S	579	18S_579	Unm	Unm	No
18S	580	18S_580	Unm	Unm	No
18S	581	18S_581	Unm	Unm	No
18S	582	18S_582	Unm	Unm	No
18S	583	18S_583	Unm	Unm	No
18S	584	18S_584	Unm	Unm	No
18S	585	18S_585	Unm	Unm	No
18S	586	18S_586	Unm	Unm	No
18S	587	18S_587	Unm	Unm	No
18S	588	18S_588	Unm	Unm	No
18S	589	18S_589	Unm	Unm	No
18S	590	18S_590	Unm	Unm	No
18S	591	18S_591	Unm	Unm	No
18S	592	18S_592	Unm	Unm	No
18S	593	18S_593	Unm	Unm	No
18S	594	18S_594	Unm	Unm	No
18S	595	18S_595	Unm	Unm	No
18S	596	18S_596	Unm	Unm	No
18S	597	18S_597	Unm	Unm	No
18S	598	18S_598	Unm	Unm	No
18S	599	18S_599	Unm	Unm	No
18S	600	18S_600	Unm	Unm	No
18S	601	18S_601	Unm	Unm	No
18S	602	18S_602	Unm	Unm	No
18S	603	18S_603	Unm	Unm	No
18S	604	18S_604	Unm	Unm	No
18S	605	18S_605	Unm	Unm	No
18S	606	18S_606	Unm	Unm	Yes
18S	607	18S_607	Unm	Unm	Yes
18S	613	18S_613	Unm	Unm	Yes
18S	614	18S_614	Unm	Unm	Yes
18S	615	18S_615	Unm	Unm	No
18S	616	18S_616	Unm	Unm	No
18S	617	18S_617	Unm	Unm	No
18S	618	18S_618	Unm	Unm	No
18S	619	18S_619	Unm	Unm	No
18S	620	18S_620	Unm	Unm	No
18S	621	18S_621	Unm	Unm	No
18S	622	18S_622	Unm	Unm	No
18S	623	18S_623	Unm	Unm	No
18S	624	18S_624	Unm	Unm	No
18S	625	18S_625	Unm	Unm	No
18S	626	18S_626	Unm	Unm	No
18S	627	18S_627	Unm	Unm	No
18S	628	18S_628	Unm	Unm	No
18S	629	18S_629	Unm	Unm	No
18S	630	18S_630	Unm	Unm	No
18S	631	18S_631	Unm	Unm	No
18S	632	18S_632	Unm	Unm	No
18S	633	18S_633	Unm	Unm	No
18S	634	18S_634	Unm	Unm	No
18S	635	18S_635	Unm	Unm	No
18S	636	18S_636	Unm	Unm	No
18S	637	18S_637	Unm	Unm	No
18S	638	18S_638	Unm	Unm	No
18S	639	18S_639	Unm	Unm	No
18S	640	18S_640	Unm	Unm	No
18S	641	18S_641	Unm	Unm	No
18S	642	18S_642	Unm	Unm	No
18S	643	18S_643	Unm	Unm	No
18S	644	18S_644	Unm	Unm	No
18S	645	18S_645	Unm	Unm	No
18S	646	18S_646	Unm	Unm	Yes
18S	647	18S_647	Unm	Unm	Yes
18S	655	18S_655	Unm	Unm	No
18S	656	18S_656	Unm	Unm	No
18S	657	18S_657	Unm	Unm	No
18S	658	18S_658	Unm	Unm	No
18S	659	18S_659	Unm	Unm	No
18S	660	18S_660	Unm	Unm	No
18S	661	18S_661	Unm	Unm	No
18S	662	18S_662	Unm	Unm	No
18S	663	18S_663	Unm	Unm	No
18S	664	18S_664	Unm	Unm	No
18S	665	18S_665	Unm	Unm	No
18S	666	18S_666	Unm	Unm	No
18S	667	18S_667	Unm	Unm	No
18S	668	18S_668	Unm	Unm	No
18S	669	18S_669	Unm	Unm	No
18S	670	18S_670	Unm	Unm	No
18S	671	18S_671	Unm	Unm	No
18S	672	18S_672	Unm	Unm	No
18S	673	18S_673	Unm	Unm	No
18S	674	18S_674	Unm	Unm	No
18S	675	18S_675	Unm	Unm	No
18S	676	18S_676	Unm	Unm	No
18S	677	18S_677	Unm	Unm	No
18S	678	18S_678	Unm	Unm	Yes
18S	679	18S_679	Unm	Unm	Yes
18S	690	18S_690	Unm	Unm	Yes
18S	691	18S_691	Unm	Unm	Yes
18S	692	18S_692	Unm	Unm	No
18S	693	18S_693	Unm	Unm	No
18S	694	18S_694	Unm	Unm	No
18S	695	18S_695	Unm	Unm	No
18S	696	18S_696	Unm	Unm	No
18S	697	18S_697	Unm	Unm	No
18S	698	18S_698	Unm	Unm	No
18S	699	18S_699	Unm	Unm	No
18S	700	18S_700	Unm	Unm	No
18S	701	18S_701	Unm	Unm	No
18S	702	18S_702	Unm	Unm	No
18S	703	18S_703	Unm	Unm	No
18S	704	18S_704	Unm	Unm	No
18S	705	18S_705	Unm	Unm	No
18S	706	18S_706	Unm	Unm	No
18S	707	18S_707	Unm	Unm	No
18S	708	18S_708	Unm	Unm	No
18S	709	18S_709	Unm	Unm	No
18S	710	18S_710	Unm	Unm	No
18S	711	18S_711	Unm	Unm	No
18S	712	18S_712	Unm	Unm	No
18S	713	18S_713	Unm	Unm	No
18S	714	18S_714	Unm	Unm	No
18S	715	18S_715	Unm	Unm	No
18S	716	18S_716	Unm	Unm	No
18S	717	18S_717	Unm	Unm	No
18S	718	18S_718	Unm	Unm	No
18S	719	18S_719	Unm	Unm	No
18S	720	18S_720	Unm	Unm	No
18S	721	18S_721	Unm	Unm	No
18S	722	18S_722	Unm	Unm	No
18S	723	18S_723	Unm	Unm	No
18S	724	18S_724	Unm	Unm	No
18S	725	18S_725	Unm	Unm	No
18S	726	18S_726	Unm	Unm	No
18S	727	18S_727	Unm	Unm	No
18S	728	18S_728	Unm	Unm	No
18S	729	18S_729	Unm	Unm	No
18S	730	18S_730	Unm	Unm	No
18S	731	18S_731	Unm	Unm	No
18S	732	18S_732	Unm	Unm	No
18S	733	18S_733	Unm	Unm	No
18S	734	18S_734	Unm	Unm	No
18S	735	18S_735	Unm	Unm	No
18S	736	18S_736	Unm	Unm	No
18S	737	18S_737	Unm	Unm	No
18S	738	18S_738	Unm	Unm	No
18S	739	18S_739	Unm	Unm	No
18S	740	18S_740	Unm	Unm	No
18S	741	18S_741	Unm	Unm	No
18S	742	18S_742	Unm	Unm	No
18S	743	18S_743	Unm	Unm	No
18S	744	18S_744	Unm	Unm	No
18S	745	18S_745	Unm	Unm	No
18S	746	18S_746	Unm	Unm	No
18S	747	18S_747	Unm	Unm	No
18S	748	18S_748	Unm	Unm	No
18S	749	18S_749	Unm	Unm	No
18S	750	18S_750	Unm	Unm	No
18S	751	18S_751	Unm	Unm	No
18S	752	18S_752	Unm	Unm	No
18S	753	18S_753	Unm	Unm	No
18S	754	18S_754	Unm	Unm	No
18S	755	18S_755	Unm	Unm	No
18S	756	18S_756	Unm	Unm	No
18S	757	18S_757	Unm	Unm	No
18S	758	18S_758	Unm	Unm	No
18S	759	18S_759	Unm	Unm	No
18S	760	18S_760	Unm	Unm	No
18S	761	18S_761	Unm	Unm	No
18S	762	18S_762	Unm	Unm	No
18S	763	18S_763	Unm	Unm	No
18S	764	18S_764	Unm	Unm	No
18S	765	18S_765	Unm	Unm	No
18S	766	18S_766	Unm	Unm	No
18S	767	18S_767	Unm	Unm	No
18S	768	18S_768	Unm	Unm	No
18S	769	18S_769	Unm	Unm	No
18S	770	18S_770	Unm	Unm	No
18S	771	18S_771	Unm	Unm	No
18S	772	18S_772	Unm	Unm	No
18S	773	18S_773	Unm	Unm	No
18S	774	18S_774	Unm	Unm	No
18S	775	18S_775	Unm	Unm	No
18S	776	18S_776	Unm	Unm	No
18S	777	18S_777	Unm	Unm	No
18S	778	18S_778	Unm	Unm	No
18S	779	18S_779	Unm	Unm	No
18S	780	18S_780	Unm	Unm	No
18S	781	18S_781	Unm	Unm	No
18S	782	18S_782	Unm	Unm	No
18S	783	18S_783	Unm	Unm	No
18S	784	18S_784	Unm	Unm	No
18S	785	18S_785	Unm	Unm	No
18S	786	18S_786	Unm	Unm	No
18S	787	18S_787	Unm	Unm	No
18S	788	18S_788	Unm	Unm	No
18S	789	18S_789	Unm	Unm	No
18S	790	18S_790	Unm	Unm	No
18S	791	18S_791	Unm	Unm	No
18S	792	18S_792	Unm	Unm	No
18S	793	18S_793	Unm	Unm	No
18S	794	18S_794	Unm	Unm	No
18S	795	18S_795	Unm	Unm	No
18S	796	18S_796	Unm	Unm	No
18S	797	18S_797	Unm	Unm	No
18S	798	18S_798	Unm	Unm	Yes
18S	799	18S_799	Unm	Unm	Yes
18S	805	18S_805	Unm	Unm	Yes
18S	806	18S_806	Unm	Unm	Yes
18S	807	18S_807	Unm	Unm	No
18S	808	18S_808	Unm	Unm	No
18S	809	18S_809	Unm	Unm	No
18S	810	18S_810	Unm	Unm	No
18S	811	18S_811	Unm	Unm	Yes
18S	812	18S_812	Unm	Unm	Yes
18S	819	18S_819	Unm	Unm	Yes
18S	820	18S_820	Unm	Unm	Yes
18S	826	18S_826	Unm	Unm	Yes
18S	827	18S_827	Unm	Unm	Yes
18S	828	18S_828	Unm	Unm	No
18S	829	18S_829	Unm	Unm	No
18S	830	18S_830	Unm	Unm	No
18S	831	18S_831	Unm	Unm	No
18S	832	18S_832	Unm	Unm	No
18S	833	18S_833	Unm	Unm	No
18S	834	18S_834	Unm	Unm	No
18S	835	18S_835	Unm	Unm	No
18S	836	18S_836	Unm	Unm	No
18S	837	18S_837	Unm	Unm	No
18S	838	18S_838	Unm	Unm	No
18S	839	18S_839	Unm	Unm	No
18S	840	18S_840	Unm	Unm	No
18S	841	18S_841	Unm	Unm	No
18S	842	18S_842	Unm	Unm	No
18S	843	18S_843	Unm	Unm	No
18S	844	18S_844	Unm	Unm	No
18S	845	18S_845	Unm	Unm	No
18S	846	18S_846	Unm	Unm	No
18S	847	18S_847	Unm	Unm	No
18S	848	18S_848	Unm	Unm	No
18S	849	18S_849	Unm	Unm	No
18S	850	18S_850	Unm	Unm	No
18S	851	18S_851	Unm	Unm	No
18S	852	18S_852	Unm	Unm	No
18S	853	18S_853	Unm	Unm	No
18S	854	18S_854	Unm	Unm	No
18S	855	18S_855	Unm	Unm	No
18S	856	18S_856	Unm	Unm	No
18S	857	18S_857	Unm	Unm	No
18S	858	18S_858	Unm	Unm	No
18S	859	18S_859	Unm	Unm	No
18S	860	18S_860	Unm	Unm	Yes
18S	861	18S_861	Unm	Unm	Yes
18S	870	18S_870	Unm	Unm	Yes
18S	871	18S_871	Unm	Unm	Yes
18S	872	18S_872	Unm	Unm	No
18S	873	18S_873	Unm	Unm	No
18S	874	18S_874	Unm	Unm	No
18S	875	18S_875	Unm	Unm	No
18S	876	18S_876	Unm	Unm	No
18S	877	18S_877	Unm	Unm	No
18S	878	18S_878	Unm	Unm	No
18S	879	18S_879	Unm	Unm	No
18S	880	18S_880	Unm	Unm	No
18S	881	18S_881	Unm	Unm	No
18S	882	18S_882	Unm	Unm	No
18S	883	18S_883	Unm	Unm	No
18S	884	18S_884	Unm	Unm	No
18S	885	18S_885	Unm	Unm	No
18S	886	18S_886	Unm	Unm	No
18S	887	18S_887	Unm	Unm	No
18S	888	18S_888	Unm	Unm	Maybe
18S	889	18S_889	Unm	Unm	Maybe
18S	890	18S_890	Unm	Unm	Maybe
